Ticker,Mean Return,Volatility,Sharpe Ratio,Max Drawdown,30 Day Return,90 Day Return,Correlation with SPY
PDBC,0.044448291924335144,0.1798224652057376,0.24717874862565797,-0.40795071635981517,0.03022466610519592,0.028663722090596755,0.3184789923010391
PEP,0.09428332013425984,0.1862932061188345,0.506101763443362,-0.2881709882499342,-0.033193973234758256,-0.12073236698929057,0.594649589876962
PGEN,0.0667176888892456,0.8876887428672837,0.0751588768307952,-0.9901611111436328,0.36585367626551024,0.0,0.3281084486009199
PHUN,1.1532600221284115,2.7454030571286108,0.4200694754578566,-0.9998132295645629,0.1672278110701575,0.5160349003087139,0.08036068974729459
PKW,0.11923868042797439,0.19518760940136498,0.610892672919537,-0.40925065073897804,-0.04100204149637843,0.05874845882479196,0.9200180471057213
PLAY,0.22656860015891336,0.6666894596691245,0.3398412812336324,-0.9317982587588538,-0.2320441509327542,-0.10978957855914506,0.418782737207287
PLCE,0.13868427326804816,0.8032453257558971,0.17265493968177006,-0.968199988822745,-0.25498575024451486,0.6816720885813212,0.2972942968782207
PNQI,0.1564888515196407,0.2501794221279144,0.62550648725869,-0.5970104237973062,0.01920971356335155,0.13683949820410946,0.809218992941173
PPCB,1.1913041022970376,3.6244885825761317,0.3286819851010014,-0.9999999999999877,-0.33333338183971994,-0.6000000291038586,0.07037659865735338
PPSI,0.5392924442885147,1.2863209255067771,0.4192518628864313,-0.8650047959007708,-0.11018505505379628,0.28158359783795484,0.08543103071688007
PRPL,0.02023410345587069,0.7664156573018502,0.026400952620284947,-0.985912643181326,-0.04761908920610103,-0.3217391412515047,0.283136500375285
PRQR,0.23369980988111083,0.9756305615314704,0.2395371968609375,-0.9775910361139178,-0.306282685424592,0.25000011246160003,0.17529317392204175
PSEC,0.08529659744474667,0.2662407665034728,0.32037391780733954,-0.4399133603961299,-0.005341111364255857,-0.1041902837900941,0.4655671061631294
PTC,0.21364825847301452,0.31907270819891287,0.6695911401479823,-0.5437423519255173,-0.03231408645416023,0.05086582748123858,0.6237891158118355
PTGX,0.5845541017447745,0.9490159246305415,0.6159581589448517,-0.8579190956349775,-0.061055755265506995,-0.068532824486086,0.22001050258937485
PZZA,0.05486294339224115,0.38021247786890117,0.14429548367204853,-0.6997435035540418,-0.12355948227970837,-0.08000962366559705,0.3370435607864457
QQQ,0.19228591549611454,0.21819565254145873,0.8812545678909842,-0.35118739132254767,0.0311827749836322,0.0798649603209689,0.9292757756634816
QQQX,0.12678674158298758,0.2081450178245975,0.6091269582528753,-0.3596156109957834,0.07342638534662638,0.1541479969004289,0.817362584447058
QRVO,0.0918864014596759,0.4288069688112406,0.21428383431922254,-0.6712438574654402,0.06584361613529133,-0.3667481652456519,0.6050225390543409
RAVE,0.22501315141198192,0.8592512277316342,0.2618712015180957,-0.9733246584595661,-0.07194246393597348,0.44134077021723006,0.16703827071917618
RBBN,-0.00316187559965648,0.5574160038178626,-0.005672380373007074,-0.9058227840858172,0.0694086722947751,0.2879256417482592,0.4148142513831287
RCAT,2.5670906226997654,2.7454320420504597,0.9350406724263706,-0.9998333333308498,1.734042745307872,3.0282132134713224,0.06063600745830928
REG,0.09484295507864363,0.2996261556385169,0.3165376362972351,-0.5702173681283075,0.013142214488863768,0.06454551135163333,0.5397150953318054
RGP,0.03334133478095475,0.3501230454674708,0.09522747848956553,-0.6052724102534477,0.022781702553271277,-0.12323986790320929,0.4587986175822127
RING,0.143621028212914,0.37210207884988206,0.38597211995382413,-0.5203623010265396,-0.022644113264324583,-0.1288000149570966,0.19776780609002267
ROP,0.15208998984600064,0.22727976756678794,0.6691752260847759,-0.3524815331564195,-0.051766805626904944,-0.04651213843019042,0.7208121523527782
ROST,0.17746450685782703,0.31611626471739557,0.5613899905355338,-0.5141371539363848,0.07773934302009655,-0.003422005052947541,0.5896881316451965
RRR,0.26046995302261516,0.5086467589079946,0.5120841693394721,-0.8938861112534989,-0.08586205463455365,-0.14830108725730207,0.5460271876754196
SABR,0.0257424664168301,0.6066062797626609,0.04243686106728408,-0.9287314391074375,-0.03183020853214713,0.2586206811503484,0.5041597949857419
SBAC,0.10416508051885512,0.2734032883028166,0.3809942490650797,-0.5079279992157665,-0.07820345392849526,-0.06251703114949458,0.5125772659831765
SBRA,0.09567211407267048,0.3732473470625342,0.2563236278184222,-0.7492587688841967,-0.047304720255294086,0.08970495551423419,0.4672827355144948
SIGI,0.17875481224664494,0.2774606064852789,0.644252942826783,-0.4839384955706407,-0.0547807129875304,0.05176165923805809,0.5497933367424164
SLNO,0.7904643816722334,1.9766841675239388,0.3998941230264396,-0.998640761874971,-0.13223935472995585,-0.07510283592138833,0.05396914012615496
SLP,0.252957264353934,0.44555512172427114,0.5677350613208189,-0.6900312437907944,-0.030587454088057187,-0.23547149836563008,0.35893694653352376
SLRC,0.12242338409089092,0.2890635436077539,0.42351720512017904,-0.6306122379238432,0.025091816874810657,0.10831339875833335,0.44055171802559584
SMCI,0.43122908335660526,0.6521672128384606,0.6612247210032914,-0.8484096025557223,0.6404736096552492,-0.49604840569781394,0.3708707213295377
SMH,0.27698626942372684,0.3056084179015791,0.9063437169879593,-0.45302636110769284,0.013725084029001522,0.003396294118195309,0.8088600316465545
SMMT,0.7862773564752097,1.4374301325432888,0.5470021385206565,-0.957499999552965,-0.025395967566947064,0.31989635422735874,0.05945972920510102
SMTC,0.18965843282835362,0.466712187070459,0.40637128852116544,-0.8540058634954572,0.40249434499223646,0.7521246405350173,0.5802585195528487
